# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RPL12B	YDR418W	YDR418W	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL13A	YDL082W	YDL082W	protein_coding	0	0	1	37	0	0	0	0	14	0	0	6	1	0	0	0	0	0	0	0	0	17
RPL13B	YMR142C	YMR142C	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL14A	YKL006W	YKL006W	protein_coding	0	0	0	39	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	0	0	21
RPL14B	YHL001W	YHL001W	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL15A	YLR029C	YLR029C	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL15B	YMR121C	YMR121C	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
RPL16A	YIL133C	YIL133C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL16B	YNL069C	YNL069C	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8
RPL17A	YKL180W	YKL180W	protein_coding	0	0	0	28	0	0	0	0	16	0	0	4	0	0	0	0	0	0	0	0	0	8
RPL17B	YJL177W	YJL177W	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL18A	YOL120C	YOL120C	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL18B	YNL301C	YNL301C	protein_coding	0	0	0	14	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	8
RPL19A	YBR084C-A	YBR084C-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL19B	YBL027W	YBL027W	protein_coding	0	1	0	47	0	0	0	0	22	0	0	5	0	0	0	1	0	0	0	0	0	21
RPL1A	YPL220W	YPL220W	protein_coding	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11
RPL20A	YMR242C	YMR242C	protein_coding	0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7
RPL20B	YOR312C	YOR312C	protein_coding	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
RPL21A	YBR191W	YBR191W	protein_coding	0	0	0	72	0	0	0	0	34	0	0	4	0	0	0	0	0	0	0	0	0	34
RPL21B	YPL079W	YPL079W	protein_coding	0	0	0	9	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	4
RPL22A	YLR061W	YLR061W	protein_coding	0	0	0	23	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	19
RPL22B	YFL034C-A	YFL034C-A	protein_coding	0	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	3
RPL23A	YBL087C	YBL087C	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3
RPL23B	YER117W	YER117W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL24A	YGL031C	YGL031C	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL25	YOL127W	YOL127W	protein_coding	0	0	0	6	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	3
RPL26A	YLR344W	YLR344W	protein_coding	0	0	0	36	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	22
RPL27A	YHR010W	YHR010W	protein_coding	0	0	0	13	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	6
RPL27B	YDR471W	YDR471W	protein_coding	0	1	0	21	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	1	7
RPL29	YFR032C-A	YFR032C-A	protein_coding	0	0	1	22	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	19
RPL2A	YFR031C-A	YFR031C-A	protein_coding	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
RPL2B	YIL018W	YIL018W	protein_coding	0	0	0	5	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2
RPL3	YOR063W	YOR063W	protein_coding	0	1	0	24	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	16
RPL30	YGL030W	YGL030W	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RPL31A	YDL075W	YDL075W	protein_coding	0	0	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5
RPL31B	YLR406C	YLR406C	protein_coding	0	0	0	19	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	7
RPL32	YBL092W	YBL092W	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL33A	YPL143W	YPL143W	protein_coding	0	0	0	40	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	30
RPL33B	YOR234C	YOR234C	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
RPL34A	YER056C-A	YER056C-A	protein_coding	0	0	0	31	0	0	0	0	16	0	0	3	0	0	0	0	0	0	0	0	0	12
RPL34B	YIL052C	YIL052C	protein_coding	0	0	1	80	0	0	0	0	27	0	0	14	1	0	0	0	0	0	0	0	0	39
RPL35A	YDL191W	YDL191W	protein_coding	0	0	0	50	0	0	0	0	21	0	0	4	0	0	0	0	0	0	0	0	0	25
RPL35B	YDL136W	YDL136W	protein_coding	0	1	0	41	0	0	0	0	18	0	0	3	0	0	0	0	0	0	0	0	1	20
RPL36A	YMR194W	YMR194W	protein_coding	0	0	1	24	0	0	0	0	9	0	0	5	1	0	0	0	0	0	0	0	0	10
RPL36B	YPL249C-A	YPL249C-A	protein_coding	0	1	0	35	0	0	0	0	24	0	0	2	0	0	0	0	0	0	0	0	1	9
RPL37A	YLR185W	YLR185W	protein_coding	1	0	0	42	0	0	0	0	18	0	0	2	0	0	0	0	0	1	0	0	0	22
RPL37B	YDR500C	YDR500C	protein_coding	0	0	0	71	0	0	0	0	37	0	0	5	0	0	0	0	0	0	0	0	0	29
RPL38	YLR325C	YLR325C	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RPL39	YJL189W	YJL189W	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
RPL40B	YKR094C	YKR094C	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL41A	YDL184C	YDL184C	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
RPL41B	YDL133C-A	YDL133C-A	protein_coding	0	0	0	35	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	21
RPL43A	YPR043W	YPR043W	protein_coding	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2
RPL43B	YJR094W-A	YJR094W-A	protein_coding	0	0	0	85	0	0	0	0	15	0	0	4	0	0	0	0	0	0	0	0	0	66
RPL4A	YBR031W	YBR031W	protein_coding	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	4
RPL4B	YDR012W	YDR012W	protein_coding	0	0	0	17	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	9
RPL5	YPL131W	YPL131W	protein_coding	0	1	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	7
RPL6A	YML073C	YML073C	protein_coding	0	0	0	28	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	12
RPL6B	YLR448W	YLR448W	protein_coding	0	0	0	42	0	0	0	0	17	0	0	3	0	0	0	0	0	0	0	0	0	22
RPL7A	YGL076C	YGL076C	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RPL7B	YPL198W	YPL198W	protein_coding	0	0	0	21	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	7
RPL8A	YHL033C	YHL033C	protein_coding	0	0	0	22	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	10
RPL8B	YLL045C	YLL045C	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RPL9B	YNL067W	YNL067W	protein_coding	0	0	0	38	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	8
RPM2	YML091C	YML091C	protein_coding	0	15	11	47	0	0	0	0	20	0	0	0	11	0	0	0	0	0	0	0	15	27
RPN1	YHR027C	YHR027C	protein_coding	0	8	3	37	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	8	14
RPN10	YHR200W	YHR200W	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
RPN11	YFR004W	YFR004W	protein_coding	0	2	0	18	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	9
RPN12	YFR052W	YFR052W	protein_coding	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2
RPN13	YLR421C	YLR421C	protein_coding	0	2	2	44	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	2	10
RPN2	YIL075C	YIL075C	protein_coding	0	1	0	19	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	2
RPN3	YER021W	YER021W	protein_coding	0	4	1	14	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	4	11
RPN4	YDL020C	YDL020C	protein_coding	0	0	2	8	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	3
RPN5	YDL147W	YDL147W	protein_coding	0	2	0	35	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	2	13
RPN6	YDL097C	YDL097C	protein_coding	0	7	0	67	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	7	30
RPN8	YOR261C	YOR261C	protein_coding	0	1	1	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	18
RPN9	YDR427W	YDR427W	protein_coding	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
RPO21	YDL140C	YDL140C	protein_coding	0	3	1	42	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	3	24
RPO26	YPR187W	YPR187W	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8
RPO31	YOR116C	YOR116C	protein_coding	0	7	1	26	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	7	1
RPO41	YFL036W	YFL036W	protein_coding	0	5	2	16	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	5	12
RPP0	YLR340W	YLR340W	protein_coding	0	1	0	29	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	6
RPP1	YHR062C	YHR062C	protein_coding	0	2	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	6
RPP1A	YDL081C	YDL081C	protein_coding	0	0	0	35	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	12
RPP1B	YDL130W	YDL130W	protein_coding	0	0	0	42	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	21
RPP2A	YOL039W	YOL039W	protein_coding	0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
RPP2B	YDR382W	YDR382W	protein_coding	0	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	8
RPR1	RPR1	RPR1	lincRNA	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
RPR2	YIR015W	YIR015W	protein_coding	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5
RPS0A	YGR214W	YGR214W	protein_coding	0	1	0	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	19
RPS0B	YLR048W	YLR048W	protein_coding	0	1	0	35	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	12
RPS10A	YOR293W	YOR293W	protein_coding	0	0	0	15	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	9
RPS10B	YMR230W	YMR230W	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
RPS11A	YDR025W	YDR025W	protein_coding	0	0	0	5	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2
RPS11B	YBR048W	YBR048W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RPS12	YOR369C	YOR369C	protein_coding	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
RPS13	YDR064W	YDR064W	protein_coding	0	1	0	15	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	10
RPS14A	YCR031C	YCR031C	protein_coding	0	0	0	16	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	8
RPS14B	YJL191W	YJL191W	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
RPS15	YOL040C	YOL040C	protein_coding	0	0	0	21	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	11
RPS16A	YMR143W	YMR143W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RPS16B	YDL083C	YDL083C	protein_coding	0	0	0	48	0	0	0	0	19	0	0	3	0	0	0	0	0	0	0	0	0	26
RPS17A	YML024W	YML024W	protein_coding	0	0	0	29	0	0	0	0	12	0	0	6	0	0	0	0	0	0	0	0	0	11
RPS17B	YDR447C	YDR447C	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5
RPS18A	YDR450W	YDR450W	protein_coding	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5
RPS18B	YML026C	YML026C	protein_coding	0	0	0	27	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	20
RPS19A	YOL121C	YOL121C	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS19B	YNL302C	YNL302C	protein_coding	0	0	0	15	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	10
RPS1A	YLR441C	YLR441C	protein_coding	0	0	0	30	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	19
RPS1B	YML063W	YML063W	protein_coding	0	0	0	17	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	10
RPS2	YGL123W	YGL123W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RPS20	YHL015W	YHL015W	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
RPS21A	YKR057W	YKR057W	protein_coding	0	0	0	54	0	0	0	0	21	0	0	4	0	0	0	0	0	0	0	0	0	29
RPS21B	YJL136C	YJL136C	protein_coding	0	0	0	19	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	12
RPS22A	YJL190C	YJL190C	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
RPS22B	YLR367W	YLR367W	protein_coding	0	0	0	43	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	28
RPS23A	YGR118W	YGR118W	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS23B	YPR132W	YPR132W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RPS24B	YIL069C	YIL069C	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
RPS25A	YGR027C	YGR027C	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS25B	YLR333C	YLR333C	protein_coding	0	0	0	32	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	19
RPS26A	YGL189C	YGL189C	protein_coding	0	0	0	36	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	1
RPS27A	YKL156W	YKL156W	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
RPS27B	YHR021C	YHR021C	protein_coding	0	0	0	50	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	48
RPS28B	YLR264W	YLR264W	protein_coding	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
RPS29A	YLR388W	YLR388W	protein_coding	0	0	0	25	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	10
RPS29B	YDL061C	YDL061C	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
RPS3	YNL178W	YNL178W	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
RPS30A	YLR287C-A	YLR287C-A	protein_coding	0	0	1	37	0	0	0	0	17	0	0	1	1	0	0	0	0	0	0	0	0	19
RPS30B	YOR182C	YOR182C	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
RPS31	YLR167W	YLR167W	protein_coding	0	0	0	60	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	22
RPS4A	YJR145C	YJR145C	protein_coding	0	0	1	39	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	30
RPS4B	YHR203C	YHR203C	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3
RPS5	YJR123W	YJR123W	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
RPS6A	YPL090C	YPL090C	protein_coding	0	0	0	71	0	0	0	0	30	0	0	4	0	0	0	0	0	0	0	0	0	37
RPS6B	YBR181C	YBR181C	protein_coding	0	0	0	73	0	0	0	0	32	0	0	7	0	0	0	0	0	0	0	0	0	34
RPS7A	YOR096W	YOR096W	protein_coding	0	0	0	31	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	10
RPS7B	YNL096C	YNL096C	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
RPS8A	YBL072C	YBL072C	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
RPS9A	YPL081W	YPL081W	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6
RPS9B	YBR189W	YBR189W	protein_coding	0	1	0	77	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	1	39
RPT1	YKL145W	YKL145W	protein_coding	0	0	0	48	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	11
RPT2	YDL007W	YDL007W	protein_coding	0	1	0	57	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1	36
RPT3	YDR394W	YDR394W	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4
RPT4	YOR259C	YOR259C	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
RPT5	YOR117W	YOR117W	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
RQC1	YDR333C	YDR333C	protein_coding	0	0	1	8	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	5
RRD2	YPL152W	YPL152W	protein_coding	0	1	0	19	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	8
RRF1	YHR038W	YHR038W	protein_coding	0	0	1	32	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	17
RRG1	YDR065W	YDR065W	protein_coding	0	1	1	15	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	10
RRG7	YOR305W	YOR305W	protein_coding	0	2	0	45	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2	24
RRG8	YPR116W	YPR116W	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RRG9	YNL213C	YNL213C	protein_coding	0	0	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5
RRI1	YDL216C	YDL216C	protein_coding	0	1	0	15	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	4
RRI2	YOL117W	YOL117W	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RRM3	YHR031C	YHR031C	protein_coding	0	1	1	28	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	1	15
RRN10	YBL025W	YBL025W	protein_coding	0	1	1	43	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	1	20
RRN11	YML043C	YML043C	protein_coding	0	6	3	31	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	31
RRN3	YKL125W	YKL125W	protein_coding	0	6	1	32	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	6	18
RRN5	YLR141W	YLR141W	protein_coding	0	0	2	4	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
RRN6	YBL014C	YBL014C	protein_coding	0	9	4	41	0	0	0	0	24	0	0	0	4	0	0	0	0	0	0	0	9	17
RRN7	YJL025W	YJL025W	protein_coding	0	2	0	47	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	2	24
RRN9	YMR270C	YMR270C	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RRP1	YDR087C	YDR087C	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RRP12	YPL012W	YPL012W	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RRP14	YKL082C	YKL082C	protein_coding	0	0	1	9	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	4
RRP15	YPR143W	YPR143W	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RRP17	YDR412W	YDR412W	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
RRP3	YHR065C	YHR065C	protein_coding	0	0	1	8	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	1
RRP36	YOR287C	YOR287C	protein_coding	0	1	6	43	0	0	0	0	35	0	0	0	6	0	0	0	0	0	0	0	1	8
RRP4	YHR069C	YHR069C	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RRP40	YOL142W	YOL142W	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RRP42	YDL111C	YDL111C	protein_coding	0	1	1	65	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	1	30
RRP43	YCR035C	YCR035C	protein_coding	0	0	2	22	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	9
RRP45	YDR280W	YDR280W	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
RRP46	YGR095C	YGR095C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RRP5	YMR229C	YMR229C	protein_coding	0	2	3	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0
RRP6	YOR001W	YOR001W	protein_coding	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2
RRP7	YCL031C	YCL031C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RRP8	YDR083W	YDR083W	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RRS1	YOR294W	YOR294W	protein_coding	0	1	0	14	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	10
RRT1	YBL048W	YBL048W	protein_coding	1	0	0	39	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	20
RRT12	YCR045C	YCR045C	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
RRT13	YER066W	YER066W	protein_coding	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
RRT14	YIL127C	YIL127C	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
RRT15	YLR162W-A	YLR162W-A	protein_coding	0	0	0	33	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
RRT16	YNL105W	YNL105W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RRT2	YBR246W	YBR246W	protein_coding	0	0	1	9	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	4
RRT5	YFR032C	YFR032C	protein_coding	0	0	0	19	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16
RRT7	YLL030C	YLL030C	protein_coding	0	0	0	21	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	14
RRT8	YOL048C	YOL048C	protein_coding	0	1	1	23	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	13
RSA1	YPL193W	YPL193W	protein_coding	0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
RSA3	YLR221C	YLR221C	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
RSA4	YCR072C	YCR072C	protein_coding	0	6	0	46	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	6	25
RSB1	YOR049C	YOR049C	protein_coding	0	4	0	42	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	4	23
RSC2	YLR357W	YLR357W	protein_coding	0	5	4	43	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	5	21
RSC3	YDR303C	YDR303C	protein_coding	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
RSC30	YHR056C	YHR056C	protein_coding	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5
RSC4	YKR008W	YKR008W	protein_coding	0	0	1	13	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	5
RSC58	YLR033W	YLR033W	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RSC6	YCR052W	YCR052W	protein_coding	0	3	1	9	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	3	6
